id,ID,ID_source,GivenName,MiddleName,FamilyName,Sex,DOB,Race,DOB_YR,DOB_MO,DOB_DY,is_match,Class,Weight,cutpnt
,,,,,,,,,,,,,,,NA
264,866,dat2_2019AB43279,JAVIER,ARTURO,RAMIREZ,M,3/9/2019,White,2019,3,9,,,,NA
801,821,dat1_NKCQ88SSX4,GABRIEL,EDUARDO,RODRIGUEZ,M,3/1/2017,AIAN,2017,3,1,,P,0.7801216,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
271,888,dat2_2017AB03757,RANA,MARIAM,ALSAUD,F,8/24/2017,White,2017,8,24,,,,NA
869,889,dat1_X7YSYP75AL,SARA,KHADIJA,ALABDULLAH,F,10/21/2019,White,2019,10,21,,P,0.7801161,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
271,888,dat2_2017AB03757,RANA,MARIAM,ALSAUD,F,8/24/2017,White,2017,8,24,,,,NA
123,135,dat1_TJBI8FPDSJ,DANA,AVERY,BAILEY,F,2/23/2017,White,2017,2,23,,P,0.7800481,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
157,504,dat2_2016AB02286,BLAKE,CHRISTOPHER,ANDERSON,M,9/22/2016,NHOPI,2016,9,22,,,,NA
975,995,dat1_GAIDZ67R8L,JAMES,THOMAS,ANDERSON,NA,10/15/2016,White,2016,10,15,,P,0.7799966,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
239,801,dat2_2020AB96380,JOSE,EDUARDO,GONZALEZ,M,4/2/2020,Black,2020,4,2,,,,NA
815,835,dat1_VDW5AG8IPI,JOSE,ALBERTO,TORRES,M,4/10/2018,White,2018,4,10,,P,0.7799865,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
239,801,dat2_2020AB96380,JOSE,EDUARDO,GONZALEZ,M,4/2/2020,Black,2020,4,2,,,,NA
844,864,dat1_GZZX2F1P5Q,JOSE,ALBERTO,TORRES,M,1/2/2017,White,2017,1,2,,P,0.7799865,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
157,504,dat2_2016AB02286,BLAKE,CHRISTOPHER,ANDERSON,M,9/22/2016,NHOPI,2016,9,22,,,,NA
320,340,dat1_UBIAAIE2RH,CHARLIE,ELIZABETH,ANDERSON,F,12/9/2016,Black,2016,12,9,,P,0.7799713,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
175,568,dat2_2016AB63691,TYLER,JAMES,MILLER,M,5/14/2016,White,2016,5,14,,,,NA
620,640,dat1_DZQRI5K6EQ,TYLER,ROBERT,REED,M,2/9/2019,Black,2019,2,9,,P,0.7799065,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
283,933,dat2_2017AB50463,CHARLOTTE,ANNE,SMITH,F,2/8/2017,White,2017,2,8,,,,NA
148,161,dat1_W9VW6VPX4P,HARLEY,,MITCHELL,F,1/12/2016,White,2016,1,12,,P,0.7798884,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
65,224,dat2_2017AB68387,AFA,ANAPU,AMUIA,F,12/5/2017,NHOPI,2017,12,5,,,,NA
747,767,dat1_NPHUSCM21J,ANA,PAOLA,NAVARRO,F,12/18/2017,NHOPI,2017,12,18,,P,0.7798845,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
184,610,dat2_2017AB55788,DANIEL,PATRICK,CLARK,M,2/20/2017,Asian,2017,2,20,,,,NA
955,975,dat1_RY63L662ZE,NOAH,SAMUEL,CLARK,M,3/1/2016,White,2016,3,1,,P,0.7798376,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
248,819,dat2_2019AB24251,VICTOR,HUGO,ORTIZ,M,6/20/2019,White,2019,6,20,,,,NA
775,795,dat1_RRLGOA8GSW,ANDRES,FRANCISCO,ORTIZ,M,3/8/2017,White,2017,3,8,,P,0.7798376,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
262,862,dat2_2019AB62748,ANDRES,EDUARDO,ORTIZ,M,6/28/2019,White,2019,6,28,,,,NA
857,877,dat1_YFAH1UBYJ0,VICTOR,HUGO,ORTIZ,M,6/1/2018,White,2018,6,1,,P,0.7798376,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
264,866,dat2_2019AB43279,JAVIER,ARTURO,RAMIREZ,M,3/9/2019,White,2019,3,9,,,,NA
777,797,dat1_3WNM0B95ON,HECTOR,MANUEL,RAMIREZ,M,5/19/2018,Black,2018,5,19,,P,0.7798376,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
294,975,dat2_2016AB87259,NOAH,SAMUEL,CLARK,M,3/1/2016,White,2016,3,1,,,,NA
590,610,dat1_C9IH1VMAHH,DANIEL,,CLARK,M,2/20/2017,Asian,2017,2,20,,P,0.7798376,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
96,331,dat2_2018AB41226,CLAIRE,OLIVIA,ROBINSON,F,4/4/2018,White,2018,4,4,,,,NA
384,404,dat1_XMW20PBH5W,TAYLOR,MARIE,JOHNSON,F,4/4/2019,NHOPI,2019,4,4,,P,0.7798317,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
6,22,dat2_2017AB88375,ALIYAH,ALINA,HERNANDEZ,F,2/2/2017,Black,2017,2,2,,,,NA
463,483,dat1_DH4XA9AU27,JONATHAN,ERIC,HERNANDEZ,M,2/10/2017,White,2017,2,10,,P,0.7798158,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
82,281,dat2_2018AB18234,DEVIN,ISAIAH,HILL,M,2/22/2018,Black,2018,2,22,,,,NA
521,541,dat1_RR7TL12R2E,KEVIN,RICHARD,POWELL,M,4/11/2016,White,2016,4,11,,P,0.7798058,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
162,526,dat2_2020AB97587,DANIEL,MATTHEW,RAMIREZ,M,4/22/2020,Black,2020,4,22,,,,NA
639,659,dat1_H6VRDHJMER,MATTHEW,ANDREW,MARTINEZ,M,8/24/2020,White,2020,8,24,,P,0.7797687,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
296,978,dat2_2017AB98267,ISAAC,BENJAMIN,SMITH,M,1/29/2017,AIAN,2017,1,29,,,,NA
15,18,dat1_MM63S3NCU3,RAJ,,SMITHGARCIA,M,5/31/2017,Asian,2017,5,31,,P,0.7797167,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
24,72,dat2_2017AB43877,JASMINE,GISELLE,TORRESRODRIGUEZ,F,10/27/2017,Black,2017,10,27,,,,NA
383,403,dat1_L6YSF3YKH0,JADE,ALEXANDRA,RODRIGUEZ,F,11/8/2017,Black,2017,11,8,,P,0.7797119,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
28,87,dat2_2018AB14069,LILA,INESSA,HERNANDEZGONZALEZ,F,1/15/2018,White,2018,1,15,,,,NA
16,19,dat1_MGHSJVMT10,LEILA,,OCONNOR,F,10/29/2016,White,2016,10,29,,P,0.7795833,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
293,973,dat2_2017AB39680,CHRISTOPHER,JOHN,MARTINEZ,M,2/19/2017,White,2017,2,19,,,,NA
558,578,dat1_FLGTX2VQN4,MATTHEW,RICHARD,MARTINEZ,M,7/24/2019,AIAN,2019,7,24,,P,0.7795475,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
143,466,dat2_2018AB86461,BROOKLYN,MARIE,RODRIGUEZ,F,9/27/2018,White,2018,9,27,,,,NA
859,879,dat1_VRRYUTYUBW,GABRIEL,EDUARDO,RODRIGUEZ,M,3/24/2019,NHOPI,2019,3,24,,P,0.7795338,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
268,879,dat2_2019AB68082,GABRIEL,EDUARDO,RODRIGUEZ,M,3/24/2019,NHOPI,2019,3,24,,,,NA
446,466,dat1_E400019768,BROOKLYN,,RODRIGUEZ,F,9/26/2018,White,2018,9,26,,P,0.7795338,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
55,204,dat2_2019AB22256,ANAHERA,PAUATAHANUI,MOKONUIARANGI,F,11/8/2019,NHOPI,2019,11,8,,,,NA
33,38,dat1_G7ZO96JK4A,ANIKA,JIA,MORITA,F,5/10/2016,White,2016,5,10,,P,0.7795069,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
162,526,dat2_2020AB97587,DANIEL,MATTHEW,RAMIREZ,M,4/22/2020,Black,2020,4,22,,,,NA
699,719,dat1_CT7CUBO7BI,ADRIAN,R,RAMIREZ,F,10/21/2020,White,2020,10,21,,P,0.7794726,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
215,709,dat2_2018AB31524,GLORIA,BEATRIZ,ORTIZ,F,8/12/2018,Asian,2018,8,12,,,,NA
857,877,dat1_YFAH1UBYJ0,VICTOR,HUGO,ORTIZ,M,6/1/2018,White,2018,6,1,,P,0.7794726,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
86,292,dat2_2017AB01735,RASHAD,MALIK,DAVIS,M,10/4/2017,Black,2017,10,4,,,,NA
274,294,dat1_GACJBCPS91,RASHAD,,WRIGHT,M,9/16/2019,Black,2019,9,16,,P,0.7793739,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
112,379,dat2_2018AB16174,HARPER,JANE,GARCIA,F,12/14/2018,NHOPI,2018,12,14,,,,NA
91,101,dat1_7N2PSK0BIK,HARPER,GRACE,BROWN,F,11/16/2019,Black,2019,11,16,,P,0.7793739,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
151,492,dat2_2019AB21893,JUSTIN,MICHAEL,FOSTER,M,9/10/2019,Black,2019,9,10,,,,NA
525,545,dat1_R5VQU3TDYB,JUSTIN,MATTHEW,EVANS,M,12/3/2016,Asian,2016,12,3,,P,0.7793739,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
154,499,dat2_2017AB32841,ALEXANDER,NICHOLAS,YOUNG,M,3/19/2017,White,2017,3,19,,,,NA
640,660,dat1_XRJWYGJ6HD,ALEXANDER,DAVID,WRIGHT,M,9/6/2019,Black,2019,9,6,,P,0.7793739,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
170,548,dat2_2017AB08165,CHRISTOPHER,RYAN,CLARK,M,1/31/2017,White,2017,1,31,,,,NA
572,592,dat1_EQLWPC3KFB,CHRISTOPHER,JOHN,WATSON,M,8/15/2018,Black,2018,8,15,,P,0.7793739,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
178,577,dat2_2016AB54850,ALEXANDER,JOSEPH,BROOKS,M,2/12/2016,White,2016,2,12,,,,NA
579,599,dat1_1W6FWXSA3R,ALEXANDER,BENJAMIN,ADAMS,M,11/4/2017,White,2017,11,4,,P,0.7793739,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
181,592,dat2_2018AB88518,CHRISTOPHER,JOHN,WATSON,M,8/15/2018,Black,2018,8,15,,,,NA
528,548,dat1_OWDSYXK11P,CHRISTOPHER,RYAN,CLARK,M,1/31/2017,White,2017,1,31,,P,0.7793739,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
186,615,dat2_2019AB33781,ZACHARY,MATTHEW,COOPER,M,12/13/2019,NHOPI,2019,12,13,,,,NA
567,587,dat1_MHAYNWJACP,ZACHARY,MICHAEL,ORTIZ,M,10/29/2017,White,2017,10,29,,P,0.7793739,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
202,660,dat2_2019AB50257,ALEXANDER,DAVID,WRIGHT,M,9/6/2019,Black,2019,9,6,,,,NA
479,499,dat1_78FAIORMRJ,ALEXANDER,NICHOLAS,YOUNG,M,3/19/2017,White,2017,3,19,,P,0.7793739,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
202,660,dat2_2019AB50257,ALEXANDER,DAVID,WRIGHT,M,9/6/2019,Black,2019,9,6,,,,NA
602,622,dat1_2FH2995J88,ALEXANDER,NICHOLAS,REYES,M,9/11/2016,Black,2016,9,11,,P,0.7793739,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
86,292,dat2_2017AB01735,RASHAD,MALIK,DAVIS,M,10/4/2017,Black,2017,10,4,,,,NA
186,200,dat1_CQZWPWFUEE,DYLAN,ISAAC,DAVISLOPEZ,M,1/8/2017,White,2017,1,8,,P,0.7793691,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
195,633,dat2_2017AB30193,MICHAEL,TIMOTHY,HENDERSON,M,3/12/2017,White,2017,3,12,,,,NA
498,518,dat1_QAHB0H2F37,MATTHEW,BRANDON,JOHNSON,M,8/23/2016,Asian,2016,8,23,,P,0.779314,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
220,722,dat2_2019AB66262,ISADORA,RENATA,VELAZQUEZ,F,7/25/2019,Black,2019,7,25,,,,NA
296,316,dat1_WKN7T6XZ62,VICTORIA,CLAIRE,HERNANDEZ,F,7/27/2019,Black,2019,7,27,,P,0.7792915,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
84,286,dat2_2019AB05688,MARQUIS,ALEXANDER,ANDERSON,M,12/14/2019,Black,2019,12,14,,,,NA
320,340,dat1_UBIAAIE2RH,CHARLIE,ELIZABETH,ANDERSON,F,12/9/2016,Black,2016,12,9,,P,0.7792676,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
243,808,dat2_2016AB43861,FERNANDO,ALBERTO,CRUZ,M,8/29/2016,Black,2016,8,29,,,,NA
838,858,dat1_YTIED1BMIC,HECTOR,DAVID,CRUZ,M,11/8/2018,White,2018,11,8,,P,0.7792657,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
124,415,dat2_2017AB10266,CALLIE,MARIE,SMITH,F,3/9/2017,NHOPI,2017,3,9,,,,NA
375,395,dat1_K3IKGIME5L,SCARLETT,ELIZABETH,SINGH,F,12/19/2016,White,2016,12,19,,P,0.7792262,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
271,888,dat2_2017AB03757,RANA,MARIAM,ALSAUD,F,8/24/2017,White,2017,8,24,,,,NA
753,773,dat1_V37GXQVGH8,ANNA,G,MIRNADA,F,8/23/2016,White,2016,8,23,,P,0.7791965,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
118,396,dat2_2017AB22593,BROOKLYN,JADE,RODRIGUEZ,F,4/1/2017,NHOPI,2017,4,1,,,,NA
839,859,dat1_CK101UB8AQ,RICARDO,JOSE,RODRIGUEZ,M,4/11/2017,White,2017,4,11,,P,0.7791963,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
32,109,dat2_2018AB67991,QUINN,ANNABELLE,RAMIREZ,F,1/23/2018,Asian,2018,1,23,,,,NA
540,560,dat1_MKYPCCH0MI,BRIAN,DAVID,RAMIREZ,M,3/25/2016,Black,2016,3,25,,P,0.7791622,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
50,174,dat2_2018AB37376,CASEY,ETHAN,RIVERA,M,11/8/2018,White,2018,11,8,,,,NA
113,124,dat1_6DE4B9GNDW,CASEY,MICHAEL,ROSS,M,8/28/2020,White,2020,8,28,,P,0.779156,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
38,133,dat2_2020AB91271,AVERY,RYAN,HALL,F,1/7/2020,White,2020,1,7,,,,NA
156,169,dat1_2F6YF9P54B,AVERY,ADDISON,HAYESKIM,NA,10/27/2016,White,2016,10,27,,P,0.779147,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
275,906,dat2_2020AB64653,SALMA,AISHA,ALABADI,F,11/26/2020,Black,2020,11,26,,,,NA
895,915,dat1_HOSINI9Z3I,SAMI,AHMAD,ALMAHDI,M,5/29/2017,White,2017,5,29,,P,0.7791348,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
96,331,dat2_2018AB41226,CLAIRE,OLIVIA,ROBINSON,F,4/4/2018,White,2018,4,4,,,,NA
373,393,dat1_XXSQTJGFA0,PIPER,LYNN,JOHNSON,F,10/5/2018,NHOPI,2018,10,5,,P,0.7791121,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
24,72,dat2_2017AB43877,JASMINE,GISELLE,TORRESRODRIGUEZ,F,10/27/2017,Black,2017,10,27,,,,NA
741,761,dat1_5AP5J8NJS6,ADRIANA,ESPERANZA,TORRES,F,10/31/2020,White,2020,10,31,,P,0.7790788,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
242,805,dat2_2016AB01906,MANUEL,ALEJANDRO,MARTINEZ,M,3/28/2016,Black,2016,3,28,,,,NA
856,876,dat1_4HISSNRD4P,ANGEL,LUIS,GONZALEZ,M,8/30/2017,Black,2017,8,30,,P,0.7790432,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
267,876,dat2_2017AB52375,ANGEL,LUIS,GONZALEZ,M,8/30/2017,Black,2017,8,30,,,,NA
785,805,dat1_3V42VIYY5X,MANUEL,ALEJANDRO,MARTINEZ,M,3/28/2016,Black,2016,3,28,,P,0.7790432,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
173,560,dat2_2016AB92524,BRIAN,DAVID,RAMIREZ,M,3/25/2016,Black,2016,3,25,,,,NA
180,194,dat1_KI4JJAKF0F,MORGAN,JACK,MARTINBAILEY,M,2/13/2016,AIAN,2016,2,13,,P,0.7790395,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
39,134,dat2_2016AB41433,COREY,JOSHUA,HERNANDEZ,M,6/9/2016,White,2016,6,9,,,,NA
463,483,dat1_DH4XA9AU27,JONATHAN,ERIC,HERNANDEZ,M,2/10/2017,White,2017,2,10,,P,0.7789704,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
271,888,dat2_2017AB03757,RANA,MARIAM,ALSAUD,F,8/24/2017,White,2017,8,24,,,,NA
873,893,dat1_DEBWLZVZAW,YARA,LINA,ALRASHID,F,12/5/2019,Black,2019,12,5,,P,0.7789562,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
162,526,dat2_2020AB97587,DANIEL,MATTHEW,RAMIREZ,M,4/22/2020,Black,2020,4,22,,,,NA
731,751,dat1_BTQLD8LTLK,DANIELA,GABRIELA,ROMAN,F,10/15/2020,Asian,2020,10,15,,P,0.7789246,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
226,751,dat2_2020AB33090,DANIELA,GABRIELA,ROMAN,F,10/15/2020,Asian,2020,10,15,,,,NA
506,526,dat1_I6W1HMV9JM,DANIEL,MATTHEW,RAMIREZ,M,4/22/2020,Black,2020,4,22,,P,0.7789246,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
244,811,dat2_2018AB47393,RICARDO,ALONSO,HERNANDEZ,M,1/22/2018,NHOPI,2018,1,22,,,,NA
463,483,dat1_DH4XA9AU27,JONATHAN,ERIC,HERNANDEZ,M,2/10/2017,White,2017,2,10,,P,0.7788651,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
34,119,dat2_2016AB32278,SAGE,ISABELLA,WHITE,F,5/7/2016,White,2016,5,7,,,,NA
248,267,dat1_JQE9ARQ81Y,SHAKIRA,MONIQUE,WRIGHT,F,5/14/2016,Black,2016,5,14,,P,0.7788528,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
89,308,dat2_2018AB68819,AMELIA,FAITH,ROBINSON,F,11/14/2018,Black,2018,11,14,,,,NA
695,715,dat1_F21MR2U1TP,CAROLINA,GRACIELA,REYES,F,11/1/2018,NHOPI,2018,11,1,,P,0.7788488,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
59,212,dat2_2017AB00609,SINA,ORAMA,TEURA,F,11/30/2017,NHOPI,2017,11,30,,,,NA
423,443,dat1_GG4FI067Q9,MIA,,HERNANDEZ,F,7/11/2017,White,2017,7,11,,P,0.7787971,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
140,454,dat2_2018AB24520,LILY,FAITH,LEE,F,9/8/2018,NHOPI,2018,9,8,,,,NA
650,670,dat1_UDRC2BRPOA,LI,CHEN,WEI,F,2/28/2016,Asian,2016,2,28,,P,0.7787723,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
110,370,dat2_2017AB58732,ISABELLA,MARIE,SINGH,F,2/13/2017,White,2017,2,13,,,,NA
696,716,dat1_1X6YVX9V4L,DALIA,NOEMI,SILVA,F,2/26/2017,Black,2017,2,26,,P,0.7787701,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
203,661,dat2_2018AB86743,BENJAMIN,TYLER,HERNANDEZ,M,5/12/2018,White,2018,5,12,,,,NA
603,623,dat1_2V8SP5C49L,BENJAMIN,PAUL,BAKER,NA,5/3/2018,White,2018,5,3,,P,0.7787008,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
203,661,dat2_2018AB86743,BENJAMIN,TYLER,HERNANDEZ,M,5/12/2018,White,2018,5,12,,,,NA
948,968,dat1_4YOCBMTNVP,BEN,T,LEE,M,10/28/2018,White,2018,10,28,,P,0.7786838,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
299,990,dat2_2020AB63169,ANDREW,MATTHEW,GARCIA,M,11/26/2020,White,2020,11,26,,,,NA
865,885,dat1_B3RX4DCY99,ALEJANDRO,FRANCISCO,GARCIA,M,4/9/2019,Asian,2019,4,9,,P,0.7786827,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
172,556,dat2_2019AB75315,MASON,CHRISTOPHER,PEREZ,M,12/28/2019,NHOPI,2019,12,28,,,,NA
840,860,dat1_CYOQKZ01KD,MANUEL,ALEJANDRO,RAMIREZ,M,9/14/2019,Black,2019,9,14,,P,0.7786782,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
297,982,dat2_2017AB09924,OWEN,CHRISTOPHER,TURNER,M,12/16/2017,White,2017,12,16,,,,NA
844,864,dat1_GZZX2F1P5Q,JOSE,ALBERTO,TORRES,M,1/2/2017,White,2017,1,2,,P,0.7786765,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
76,268,dat2_2017AB50128,CIARA,MARIE,RICHARDSON,F,8/5/2017,Black,2017,8,5,,,,NA
711,731,dat1_LD34UOEV20,GABRIELA,ADRIANA,RIOS,F,8/17/2016,White,2016,8,17,,P,0.7786754,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
265,869,dat2_2018AB42064,RICARDO,GABRIEL,ORTIZ,M,5/5/2018,White,2018,5,5,,,,NA
488,508,dat1_3U3WCZ0BQX,ERIC,DAVID,MARTINEZ,M,1/24/2020,Black,2020,1,24,,P,0.7786436,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
170,548,dat2_2017AB08165,CHRISTOPHER,RYAN,CLARK,M,1/31/2017,White,2017,1,31,,,,NA
590,610,dat1_C9IH1VMAHH,DANIEL,,CLARK,M,2/20/2017,Asian,2017,2,20,,P,0.7786296,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
184,610,dat2_2017AB55788,DANIEL,PATRICK,CLARK,M,2/20/2017,Asian,2017,2,20,,,,NA
528,548,dat1_OWDSYXK11P,CHRISTOPHER,RYAN,CLARK,M,1/31/2017,White,2017,1,31,,P,0.7786296,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
102,344,dat2_2020AB43281,MADELYN,ELIZABETH,LEE,F,11/10/2020,AIAN,2020,11,10,,,,NA
920,940,dat1_YB88EPD33J,ELIZABETH,ANN,LEE,F,3/11/2019,Black,2019,3,11,,P,0.7786225,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
292,972,dat2_2020AB59712,MATTHEW,DAVID,GARCIA,M,8/20/2020,Black,2020,8,20,,,,NA
836,856,dat1_M8NTJ72CDQ,ALEJANDRO,FRANCISCO,GARCIA,M,1/30/2018,NHOPI,2018,1,30,,P,0.7786166,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
103,347,dat2_2017AB29902,HADLEY,ELIZABETH,WILSON,F,10/10/2017,White,2017,10,10,,,,NA
398,418,dat1_Z9EGDKBUYV,DELANEY,NICOLE,JACKSON,F,8/7/2019,Asian,2019,8,7,,P,0.7786099,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
215,709,dat2_2018AB31524,GLORIA,BEATRIZ,ORTIZ,F,8/12/2018,Asian,2018,8,12,,,,NA
22,25,dat1_O5OXJS0FQJ,LEO,TARIK,ORTIZ,M,5/5/2019,NHOPI,2019,5,5,,P,0.7785575,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
124,415,dat2_2017AB10266,CALLIE,MARIE,SMITH,F,3/9/2017,NHOPI,2017,3,9,,,,NA
154,167,dat1_K0E7SLW089,JAMIE,,SCOTTHARRIS,F,2/6/2017,NHOPI,2017,2,6,,P,0.7785374,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
21,68,dat2_2018AB12788,AALIYAH,MARISOL,KIMCHOI,F,4/28/2018,White,2018,4,28,,,,NA
345,365,dat1_J62AROOURI,ALEXANDRA,ELIZABETH,KIM,F,11/29/2020,White,2020,11,29,,P,0.7784374,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
241,804,dat2_2019AB33376,JUAN,PABLO,HERNANDEZ,M,12/14/2019,NHOPI,2019,12,14,,,,NA
121,132,dat1_KNGFLCBLXP,JAMIE,BURT,GONZALEZ,M,12/15/2019,AIAN,2019,12,15,,P,0.7784357,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
73,257,dat2_2018AB44623,DESIREE,MONIQUE,DAVIS,F,11/18/2018,Black,2018,11,18,,,,NA
915,935,dat1_ZGTOZNPIMH,AMELIA,JADE,DAVIS,F,4/4/2019,White,2019,4,4,,P,0.7784175,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
195,633,dat2_2017AB30193,MICHAEL,TIMOTHY,HENDERSON,M,3/12/2017,White,2017,3,12,,,,NA
100,110,dat1_XDLGZP6YVO,CASEY,J,PETERSON,M,8/15/2017,Asian,2017,8,15,,P,0.7783997,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
21,68,dat2_2018AB12788,AALIYAH,MARISOL,KIMCHOI,F,4/28/2018,White,2018,4,28,,,,NA
28,32,dat1_0QMR18XB7K,MAYA,MAYUMI,KIMURA,F,10/12/2018,AIAN,2018,10,12,,P,0.7783904,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
268,879,dat2_2019AB68082,GABRIEL,EDUARDO,RODRIGUEZ,M,3/24/2019,NHOPI,2019,3,24,,,,NA
840,860,dat1_CYOQKZ01KD,MANUEL,ALEJANDRO,RAMIREZ,M,9/14/2019,Black,2019,9,14,,P,0.7783777,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
181,592,dat2_2018AB88518,CHRISTOPHER,JOHN,WATSON,M,8/15/2018,Black,2018,8,15,,,,NA
957,977,dat1_9NK83MIBXT,JACKSON,ANDREW,WILSON,M,7/5/2018,White,2018,7,5,,P,0.7783604,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
110,370,dat2_2017AB58732,ISABELLA,MARIE,SINGH,F,2/13/2017,White,2017,2,13,,,,NA
360,380,dat1_KJPRS5RAE2,ELIZABETH,MAE,SMITH,F,4/6/2017,Asian,2017,4,6,,P,0.7783528,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
151,492,dat2_2019AB21893,JUSTIN,MICHAEL,FOSTER,M,9/10/2019,Black,2019,9,10,,,,NA
790,810,dat1_NF699TZGFR,SANTIAGO,JOSE,FLORES,M,9/28/2019,Asian,2019,9,28,,P,0.778349,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
15,48,dat2_2017AB96393,CAMILA,NIKOLAI,LEEKIM,F,3/19/2017,White,2017,3,19,,,,NA
251,270,dat1_Z4ZU48545O,JAZMINE,MICHELLE,LEE,F,11/12/2019,Black,2019,11,12,,P,0.7783429,"(0.77,0.78]"
,,,,,,,,,,,,,,,NA
77,270,dat2_2019AB95376,JAZMINE,MICHELLE,LEE,F,11/12/2019,Black,2019,11,12,,,,NA
