"ID","Last Name","First Name","Middle Name","Date of Birth","Sex","Race","UNID","InSample"
660,"Wright","Alexander","David","9/6/2019","Male","Black","XRJWYGJ6HD",1
661,"Hernandez","Benjamin","Tyler","5/12/2018","Male","White","XO6C64ZLA8",1
662,"Cooper","Michael","Patrick","2/22/2017","Male","White","YHPINACP0D",NA
663,"Lee","Nicholas","Christopher","10/31/2019","Male","Asian","2CL4JHB529",NA
664,"Adams","Joseph","Eric","11/5/2017","Male","White","NVZW9S3756",NA
665,"Davis","David","Ryan","6/5/2016","Male","White","8KJS6QYBAU",NA
666,"White","Kevin","Jacob","12/28/2020","Male","White","IH94F9CUPO",1
667,"Li","Rina","Mei","","Female","Asian","WWSLTP6BGF",NA
668,"Nakamura","Yuna","Hana","9/9/2019","Female","Asian","FG32A1BALO",NA
669,"Tanaka","Junpei","Toshiro","5/21/2018","Male","Asian","WVYV0G5IA7",NA
670,"Wei","Li","Chen","2/28/2016","Female","Asian","UDRC2BRPOA",NA
671,"Park","Kim","","10/15/2018","Female","Asian","089J5GRUOM",1
672,"Yamamoto","Ryu","","6/13/2017","Male","Asian","M2S35CSYTX",NA
673,"Zhang","Mei","","8/5/2019","Male","Asian","O2DU8ZV5YS",NA
674,"Liu","Jia","","1/22/2016","Male","Asian","78YCJ0U655",NA
675,"Kim","Sun","","11/30/2017","Male","Asian","KPHWUWXF5D",NA
676,"Nakameura","Satoru","","3/14/2018","Male","Asian","0U285KYQ75",1
677,"Nakamura","Aiko","Misaki","7/23/2019","Female","Asian","W7YXRFLRYD",NA
678,"Cho","Dae-Hyun","Wei","4/1/2016","Female","Asian","3LFCK3KESO",NA
679,"Chong","Sienna","Lee","12/6/2017",NA,"Asian","IVNABBVDDE",NA
680,"Zhang","Tao","Wei","8/25/2018","Male","Asian","1XU2MQXVT5",1
681,"Ito","Shinichi","Nakamura","2/7/2019","Male","Asian","NCKLX9BO7M",1
682,"Tanaka","Kojiro","Akira","6/1/2016","Female","Asian","XH8E1WP6RS",NA
683,"Kim","Hae-Won","Kim","10/19/2017","Male","Asian","5R7V7JIU9A",NA
684,"Nakamura","Yuta","Takeshi","","Male","Asian","0DUH2WJEQK",NA
685,"Kato","Hanako","Wei","9/12/2019","Male","Asian","A5H93R5WJM",NA
686,"Chen","Liu","Mei","7/2/2016","Female","Asian","WWXGSV4MUO",NA
687,"Kim","Hyun-woo","Woo","11/27/2017","Female","Asian","9DYIVPTKB9",NA
688,"Wang","Jian","Huang","3/9/2018","Male","Asian","TXSNFI8ZN8",NA
689,"Nakamura","Ayumi","Yumi","5/4/2019","Male","Asian","A50MU65IML",NA
690,"Kim","Seung-Hee","Lee","9/15/2016","Male","Asian","1ST3OATY8Q",1
691,"Li","Jing","Wei","1/10/2018","Male","Asian","H9K8W0DEAS",NA
692,"Matsuda","Yuki","Suki","11/4/2019","Female","Asian","YQ0QZ46G1K",1
693,"Kim","Ji","H","8/17/2016","Female","Asian","3C61JVGQUC",1
694,"Sato","Takeshi","Haug","12/21/2017","Male","Asian","M2PJGTP9WE",NA
695,"Liu","Zhang","Jun","6/27/2018","Male","Asian","NKS61R8DPH",1
696,"Ito","Mai","Jun","2/19/2019","Female","Asian","4B5P42JM8X",NA
697,"Lee","Joon-Young","Yin","5/7/2016","Female","Asian","Y6669FGLIB",NA
698,"Tanaka","Hanae","So","11/22/2017","Female","Asian","Q56N2HOG5S",1
699,"Park","Tae-Woo","Hu ","3/27/2018","Male","Asian","O0S5FPRFX1",NA
700,"Yamamoto","Ryota","Hu","7/15/2019","Male","Asian","T1SY370AP3",NA
701,"Garcia","Ana","Sofia","2/14/2016","Female","Black","TMCYFU3EKB",NA
702,"Martinez","Isabella","Maria","7/23/2018","Female","White","53FA7WYBGX",NA
703,"Rodriguez","Andrea","Gabriela","5/6/2019","Female","Black","0Y2M7YTUEH",NA
704,"Hernandez","Natalia","Valentina","11/9/2017","Female","NHOPI","XE6I694ZL2",NA
705,"Chavez","Carmen","Elena","3/3/2016","Female","Black","BNROE3E1M1",NA
706,"Alvarez","Camila","Fernanda","12/29/2016","Female","AIAN","QDVYWLY16W",NA
707,"Lopez","Lucia","Raquel","9/20/2019","Female","AIAN","FQKPY3APU8",1
708,"Gomez","Mariana","Teresa","10/11/2017","Female","Black","2RIZARQRJR",NA
709,"Ortiz","Gloria","Beatriz","8/12/2018","Female","Asian","PS7PZXGYIM",1
710,"Torres","Alejandra","Jimena","7/13/2020","Female","Asian","Q3NYSU9I0S",NA
711,"Morales","Emilia","Esperanza","4/4/2018","Female","NHOPI","FHL2K5Q6M7",NA
712,"Vargas","Daniela","Celeste","1/21/2017","Female","White","9Q082ZICY3",NA
713,"Castro","Bianca","Estrella","5/5/2019","Female","White","P8A4UX4W9G",NA
714,"Flores","Vanessa","Estefania","12/5/2016","Female","White","LUU5M8JYFA",NA
715,"Reyes","Carolina","Graciela","11/1/2018","Female","NHOPI","F21MR2U1TP",NA
716,"Silva","Dalia","Noemi","2/26/2017","Female","Black","1X6YVX9V4L",NA
717,"Gonzalez","Ximena","Guadalupe","9/30/2019","Female","White","8VFGX6WD1O",1
718,"Pacheco","Lorena","Patricia","6/17/2018","Female","Asian","EBYXSK6AU2",1
719,"Ramirez","Adrian","R","10/21/2020","Female","White","CT7CUBO7BI",1
720,"Escobar","Fernanda","Monserrat","8/9/2017","Female","White","EJYHM4HIGG",NA
721,"Navarro","Ana","Cecilia","3/31/2016","Female","AIAN","M50VXKOY88",1
722,"Velazquez","Isadora","Renata","7/25/2019","Female","Black","JV1UXS9LVG",1
723,"Cortez","Ana","Paula","11/8/2018","Female","White","WFND20VY3V",NA
724,"Camacho","Rachel","Sofia","2/2/2020","Female","White","ZOB4Q6S32G",1
725,"Acosta","Daniela","Rocio","12/26/2017","Female","NHOPI","WVW407E1DJ",NA
726,"Fuentes","Sofia","Esperanza","6/11/2016","Female","Black","FVWIJW8YVG",1
727,"Mendoza","Amalia","Juana","9/7/2018","Female","White","K893ZF3PFB",NA
728,"Medina","Marisol","Cristina","5/20/2017","Female","Black","K27UNOB2JS",NA
729,"Aguilar","Anabel","Lourdes","3/9/2019","Female","Black","WNT1JPAJ5F",1
730,"Zamora","Priscila","Luz","10/28/2020","Female","White","JERN4WXRSS",NA
731,"Rios","Gabriela","Adriana","8/17/2016","Female","White","LD34UOEV20",NA
732,"Maldonado","Leticia","Antonella","7/28/2018","Female","AIAN","WDP1INO0EL",NA
733,"Delgado","Victoria","Estrella","1/15/2019","Female","White","2GYOLKSVGC",NA
734,"Nunez","Estefania","Julieta","4/22/2017","Female","White","XF1NCZUJKV",NA
735,"Cervantes","Miriam","Eloisa","12/4/2016","Female","White","4GORKDSOKA",NA
736,"Beltran","Beatriz","Maria","11/30/2018","Female","Black","G52RED0QUA",NA
737,"Ochoa","Aurora","Graciela","2/20/2017","Female","Black","EUSPD3FOQZ",NA
738,"Villegas","Maritza","Rosalinda","9/23/2019","Female","White","7JGXK50E06",NA
739,"Serrano","Carmen","Rosa","6/28/2018","Female","White","SGHH4PUAHC",NA
740,"Pena","Paola","Karina","10/7/2020","Female","Black","WZG8H7B9C4",NA
741,"Zavala","Maria","Fernanda","8/2/2017","Female","White","IJRP73WC43",NA
742,"Rangel","Alejandra","Esperanza","3/19/2016","Female","White","JL58JH6OGF",NA
743,"Quiroz","Andrea","Liliana","7/6/2019","Female","White","TXYIBRTO61",NA
744,"Navarrete","Ana","Luisa","11/23/2018","Female","AIAN","9EAUIK61RH",NA
745,"Osorio","Isabella","Ariana","2/15/2020","Female","Asian","5CS1LDQL5J",NA
746,"Reyes","Antonia","","12/16/2016","Female","White","QMSC8EBBJF",1
747,"Chavez","Natalia","Regina","6/24/2016","Female","White","VWK3L2CIT3",NA
748,"Dominguez","Lucia","Marcela","9/2/2018","Female","White","SAWF1FAB2P",NA
749,"Peralta","Sofia","Griselda","5/15/2017","Female","Black","SW5LESDMBJ",NA
750,"Aguayo","Cammy","J","3/16/2019","Female","","8MJSEFG8UA",1
751,"Roman","Daniela","Gabriela","10/15/2020","Female","Asian","BTQLD8LTLK",1
752,"Ramos","Ximena","Luz","8/30/2016","Female","White","DMKTJK3C6P",NA
753,"Velasco","Andrea","Yaretzi","7/8/2018","Female","Asian","EBNAF29WW5",1
754,"Espinoza","Fernanda","","1/9/2019","Male","","8TC1CNQHT0",1
755,"Moreno","Gloria","Xochitl","4/7/2017","Female","AIAN","9KHFPJYSE3",1
756,"Sepulveda","Emilia","Ivonne","12/10/2016","Female","NHOPI","MUXMN5VCQJ",1
757,"Zepeda","Alejandra","Nohemi","11/29/2018","Female","Black","DWT4P71TP7",NA
758,"Mora","Dalia","Marina","2/12/2017","Female","White","GAZ2G0N9R1",NA
759,"Saucedo","Carolina","Josefina","9/15/2019","Female","White","8K83D28L11",NA
760,"Castro","Lorena","Evangelina","6/3/2018","Female","Black","N1A63W37FJ",NA
761,"Torres","Adriana","Esperanza","10/31/2020","Female","White","5AP5J8NJS6",NA
762,"Meza","Bianca","Guadalupe","8/5/2017","Female","White","F62YS4CECZ",NA
763,"Garcia","Vanessa","Andrea","3/25/2016","Female","Asian","DCKDHML03O",NA
764,"Gutierrez","Mariana","Ana","7/12/2019","Female","White","IZZM8HC3KL",NA
765,"Olivares","Ana","Maria","11/14/2017","Female","White","PRE5618TPY",NA
766,"Rosales","Isadora","Daniela","2/8/2020","Female","White","JJ7DDLO50E",NA
767,"Navarro","Ana","Paola","12/18/2017","Female","NHOPI","NPHUSCM21J",NA
768,"Sanchez","Raquel","Patricia","6/2/2016","Female","White","8DYP660GRJ",NA
769,"Cortez","Daniela","Alejandra","9/8/2018","Female","White","2O2HXEGO34",NA
770,"Marqeuz","Sofia","R","5/18/2017","Female","White","M3GQPY72ZZ",1
771,"Herrera","Amalia","Belen","3/23/2019","Female","AIAN","GFP4ZZCEU0",NA
772,"Barrera","Marisol","Esther","10/16/2020","Female","Black","YV6X831G38",1
773,"Mirnada","Anna","G","8/23/2016","Female","White","V37GXQVGH8",1
774,"Valenzuela","Priscila","Ana","7/31/2018","Female","White","BJXDWPKHV2",1
775,"Guerrero","Gabby","Susana","5/8/2017","Female","White","8CAODYOTZD",1
776,"Valencia","Leticia","Itzel","11/4/2017","Female","Black","NCTKIL62NL",1
777,"Escamilla","Victoria","Alejandra","4/17/2016","Female","White","F5P9W2QO1H",NA
778,"Aguilar","Estefania","Monica","12/30/2019","Female","AIAN","UZNFSHN2EA",NA
779,"Barron","Miriam","Guadalupe","8/13/2016","Female","NHOPI","2FAD93DG47",NA
780,"Bautista","Beatriz","Jazmin","10/24/2020","Female","Asian","76VPMZE91C",NA
781,"Ponce","Aurora","Yolanda","9/9/2019","Female","White","T6AO83A5EF",NA
782,"Soto","Maritza","Marcela","3/16/2018","Female","White","CT1E4YFK7C",NA
783,"Camargo","Carmen","Lucia","2/2/2017","Female","White","L7MIUDQ196",NA
784,"Montes","Paola","Abril","11/7/2019","Female","White","U9JT3F6POC",NA
785,"Barajas","Maria","Fernanda","1/27/2018","Female","Asian","5UNZ1BV058",NA
786,"Otero","Alejandra","Lorena","12/29/2018","Female","White","LCJ2WY4W0U",NA
787,"Garcia","Luis","Miguel","6/14/2020","Male","White","DDHVHXVH86",NA
788,"Rodriguez","Juan","Carlos","10/7/2017","Male","AIAN","F4X7K1INMX",NA
789,"Hernandez","Jose","Antonio","7/11/2016","Male","White","JCJXIIWB1O",NA
790,"Martinez","Antonio","Javier","12/6/2018","Male","White","0FD013UGY9",NA
791,"Gonzalez","Miguel","Angel","1/12/2017","Male","White","Y6K4M0FL8T",NA
792,"Flores","Carlos","Eduardo","8/22/2018","Male","Black","IW4DP9SPVM",NA
793,"Perez","Alejandro","Jose","6/27/2019","Male","NHOPI","VM8FB66JSI",1
794,"Diaz","Jose","Luis","9/23/2020","Male","AIAN","ZXU4ABTJGC",NA
795,"Ortiz","Andres","Francisco","3/8/2017","Male","White","RRLGOA8GSW",NA
796,"Torres","Ricardo","Daniel","12/17/2017","Male","NHOPI","7ZM2AVMYQ4",1
797,"Ramirez","Hector","Manuel","5/19/2018","Male","Black","3WNM0B95ON",NA
798,"Castro","Mario","Alberto","11/3/2018","Male","Black","6V9LAU6U7K",NA
799,"Ortiz","Gabriel","Ignacio","2/13/2017","Male","White","CO2VG4ZBJV",NA
800,"Torres","Victor","Manuel","8/5/2019","Male","White","IA7QK7PD68",NA
801,"Gonzalez","Jose","Eduardo","4/2/2020","Male","Black","4JZNKL0TR2",1
802,"Chavez","Luis","Alberto","10/18/2017","Male","White","XQ9QLLVPQG",NA
803,"Diaz","Francisco","Javier","7/22/2018","Male","Black","EG68DP4NCQ",1
804,"Hernandez","Juan","Pablo","12/14/2019","Male","NHOPI","BE1R9M8RFP",1
805,"Martinez","Manuel","Alejandro","3/28/2016","Male","Black","3V42VIYY5X",1
806,"Rodriguez","Javier","Alonso","11/20/2020","Male","AIAN","YJM1O57U6D",NA
807,"Ramirez","Jose","Mario","5/5/2017","Male","AIAN","7Y0P5OCD1R",NA
808,"Cruze","Fernando","A","8/29/2016","Male","","NQY85NNV7P",1
809,"Alvarez","Roberto","Jesus","4/25/2018","Male","Asian","V4URPMJCVU",NA
810,"Flores","Santiago","Jose","9/28/2019","Male","Asian","NF699TZGFR",NA
811,"Hernandez","Rico","Alo ","1/22/2018","Male","NHOPI","YVC80NMDCF",1
812,"Castro","Dan","","12/13/2018","Male","White","NR333VZ69A",1
813,"Ramirez","Pedro","Pablo","6/6/2020","Male","White","PBOMHXC76K",1
814,"Torres","David","Alejandro","10/2/2017","Male","White","KTAZCHE55S",NA
815,"Chavez","Juan","Manuel","7/6/2016","Male","NHOPI","2E7E9NG6GA",NA
816,"Ruiz","Jose","Antonio","12/10/2018","Male","Black","61HWSBMIR5",NA
817,"Medina","Felipe","Andres","1/5/2017","Male","White","WQEO9E4TVA",NA
818,"Gonzalez","Angel","Luis","8/16/2018","Male","Asian","OTJFW9QNAV",1
819,"Ortiz","Victor","Hugo","6/20/2019","Male","White","LDJFFJK776",1
820,"Torres","Jorge","Antonio","9/16/2020","Male","White","3GQN8C8JLN",NA
821,"Rodriguez","Gabriel","Eduardo","3/1/2017","Male","AIAN","NKCQ88SSX4",1
822,"Sanchez","Miguel","Angel","11/13/2017","Male","Black","GBYY70OC83",NA
823,"Rivera","Carlos","Enrique","5/25/2018","Male","White","QCOT7JC17L",NA
824,"Martinez","Jose","Daniel","11/9/2018","Male","White","Q1S2KIMGZ3",NA
825,"Hernandez","Luis","Fernando","2/19/2017","Male","NHOPI","1NLYHQNKP5",NA
826,"Ramos","Guillermo","Antonio","8/11/2019","Male","Black","6Q9D4IZN02",1
827,"Garcia","Alejandro","Francisco","4/8/2020","Male","White","KW7ZFN6JVD",NA
828,"Alvarez","Jose","Ramon","10/24/2017","Male","Black","YX5NV50LCR",NA
829,"Cruz","Hector","David","7/28/2018","Male","Black","UQLLAAYUP3",1
830,"Rodriguez","Ricardo","Jose","12/21/2019","Male","White","ITO0ZOPQQR",1
831,"Ramirez","Manuel","Alejandro","3/14/2016","Male","White","ENBFKZGIU3",NA
832,"Flores","Juan","Antonio","11/26/2020","Male","AIAN","R60F253BL3",1
833,"Ortiz","Andres","Eduardo","5/11/2017","Male","White","QJTDWKDIEV",NA
834,"Gonzalez","Luis","Enrique","8/4/2016","Male","White","T37F1THWX2",1
835,"Torres","Jose","Alberto","4/10/2018","Male","White","VDW5AG8IPI",NA
836,"Cruz","Fernando","Jose","9/13/2019","Male","Black","JZH3OT85SG",NA
837,"Ramirez","Javier","Arturo","1/17/2018","Male","Black","79LR7ZL0D5",1
838,"Hernandez","Roberto","Antonio","12/6/2018","Male","White","F0EMTH4WWQ",1
839,"Perez","Santiago","Luis","6/30/2020","Male","White","1BO7SS4KHX",NA
840,"Ortiz","Ricardo","Gabriel","10/11/2017","Male","Black","RE794O4THX",NA
841,"Castro","Daniel","Alberto","7/15/2016","Male","White","MC0L60R6BS",NA
842,"Ramirez","Pedro","Antonio","12/19/2018","Male","White","4WS2WRRB1K",NA
843,"Torres","David","Alejandro","1/14/2017","Male","White","2Q2621FPEH",NA
844,"Chavez","Juan","Carlos","8/25/2018","Male","AIAN","IXVWV25ITI",1
845,"Diaz","Jose","Luis","6/1/2019","Male","Asian","N6RJPU1RZL",NA
846,"Medina","Felipe","Andres","9/27/2020","Male","White","ES9YDY5SNV",NA
847,"Gonzalez","Angel","Luis","3/5/2017","Male","White","YIRTR2RTZ2",NA
848,"Ortiz","Victor","Hugo","11/17/2017","Male","White","8FECKY9I2S",NA
849,"Torres","Gorge","A","2/23/2016","Male","","0AIX6NKAXR",1
850,"Rodriguez","Gabriel","Eduardo","9/5/2018","Male","Asian","OVISYKWB0C",NA
851,"Sanchez","Miguel","Angel","6/13/2017","Male","Asian","0U9IRPCYQ1",1
852,"River","Carlos","Enrique","3/14/2019","Male","White","NGZRR8440O",1
853,"Martinez","Jose","D","11/18/2018","Male","Asian","32FBMH8YDN",1
854,"Hernandez","Luis","Fernando","12/14/2019","Male","NHOPI","1CJEZ7KUEC",NA
855,"Ramos","Guillermo","Antonio","7/21/2017","Male","AIAN","6EC485IBII",NA
856,"Garcia","Alejandro","Francisco","1/30/2018","Male","NHOPI","M8NTJ72CDQ",NA
857,"Alvarez","Jose","Ramon","8/10/2020","Male","Black","EBOPS9MBYQ",NA
858,"Cruz","Hector","David","11/8/2018","Male","White","YTIED1BMIC",NA
859,"Rodriguez","Ricardo","Jose","4/11/2017","Male","White","CK101UB8AQ",NA
860,"Ramirez","Manuel","Alejandro","9/14/2019","Male","Black","CYOQKZ01KD",NA
861,"Flores","Juan","Antonio","5/27/2018","Male","White","4D4IX3XMUL",NA
862,"Ortiz","Andres","Eduardo","6/28/2019",NA,"White","8HQJTOTQUP",1
863,"Gonzalez-Jose","Luis","E","11/21/2017","Male","White","JLFZY37KPC",1
864,"Torres","Jose","Alberto","1/2/2017","Male","White","GZZX2F1P5Q",NA
865,"Cruz","Fernando","Jose","8/15/2018","Male","White","P0UBXPE2ET",NA
866,"Ramirez","Javier","","3/19/2019","Male","","8SO9YYXI7S",1
867,"Hernandez","Roberto","Antonio","2/4/2018","Male","NHOPI","6LCL31JINM",NA
868,"Perez","Santiago","Luis","11/28/2017","Male","White","282JDRPVFS",NA
869,"Ortiz","Ricardo","Gabriel","5/5/2018","Male","White","3W6O013GWB",1
870,"Castro","Daniel","Alberto","3/27/2019","Male","White","S6QPQ69YSP",NA
871,"Ramirez","Pedro","Antonio","12/2/2017","Male","AIAN","K59GA6JJLP",NA
872,"Torres","David","Alejandro","7/26/2018","Male","Black","7TA3P4E28T",NA
873,"Chavez","Juan","Carlos","2/18/2019","Male","White","4YXK27GB7H",1
874,"Diaz","Jose","Luis","4/14/2018","Male","White","25GSQF7ADL",NA
875,"Medina","Felipe","Andres","12/19/2019","Male","White","E9KD0U7QXX",NA
876,"Gonzalez","Angel","Luis","8/30/2017","Male","Black","4HISSNRD4P",1
877,"Ortiz","Victor","Hugo","6/1/2018","Male","White","YFAH1UBYJ0",NA
878,"Torres","Jorge","Antonio","10/23/2016","Male","AIAN","MELPO5TCCU",NA
879,"Rodriguez","Gabriel","Eduardo","3/24/2019","Male","NHOPI","VRRYUTYUBW",1
880,"Sanchez","Miguel","Angel","5/12/2017","Male","Asian","85PU7L9BNL",1
881,"Rivera","Carlos","Enrique","9/7/2020","Male","White","PK2UP072LC",NA
882,"Martinez","Jose","Daniel","11/17/2016","Male","White","39UZ3WMVOS",NA
883,"Hernandez","Luis","Fernando","1/19/2017","Male","White","C4OLYV8EBY",NA
884,"Ramos","Guillermo","Antonio","8/29/2018","Male","White","X2DCY3RMAM",NA
885,"Garcia","Alejandro","Francisco","4/9/2019","Male","Asian","B3RX4DCY99",NA
886,"Alvarez","Jose","Ramon","2/21/2017","Male","White","PJK2FDQEUD",1
887,"Al-Malik","Aisha","Fatima","5/13/2018","Female","White","YJJB59WN17",NA
888,"Al-Saud","Rana","Mariam","8/24/2017","Female","White","3UAZ429Z9D",1
889,"Al-Abdullah","Sara","Khadija","10/21/2019","Female","White","X7YSYP75AL",NA
890,"Al-Khalil","Nada","Samar","2/2/2016","Female","Asian","E92B6CGBAO",NA
891,"Al-Masri","Zahra","Amira","4/19/2017","Female","White","TQ5WI9QN4R",1
892,"Al-Farouq","Leila","Yasmin","9/3/2020","Female","White","1VPM659TU6",NA
893,"Al-Rashid","Yara","Lina","12/5/2019","Female","Black","DEBWLZVZAW",NA
894,"Al-Hashimi","Layla","Maysa","7/17/2018","Female","Black","XEH64MTM4J",NA
895,"Al-Turki","Nadia","Zeinab","3/29/2020","Female","White","Q34V1FS67Z",NA
896,"Al-Mahmoud","Rasha","Noor","6/11/2017","Female","Black","UYFIEEYIO2",1
897,"Al-Ghazali","Hind","Salma","11/8/2018","Female","White","RE807EBON0",NA
898,"Al-Hamad","Farida","Samia","1/16/2019","Female","NHOPI","XYQBRUDOB2",NA
899,"Al-Sulaiman","Amira","Nadine","8/6/2017","Female","White","JG8EDG3XKP",NA
900,"Al-Akhtar","Lina","Ayman","2/28/2018","Female","NHOPI","NU9B4QR4OW",NA
901,"Al-Darwish","Dina","Karima","5/7/2019","Female","Asian","MXVX7UJ8EQ",NA
902,"Al-Mousa","Sanaa","Saida","10/12/2016","Female","White","8ARX9164Q6",1
903,"Al-Mohamed","Laila","Nour","12/23/2018","Female","Asian","D0IOBSVCNW",NA
904,"Al-Qasimi","Fatima","Hana","6/20/2020",NA,"White","IEU7LA89AY",NA
905,"Al-Sabah","Khadija","Hanan","3/8/2017",NA,"White","TSP7XIZL1A",NA
906,"Al-Abadi","Salma","Aisha","11/26/2020",NA,"Black","RYNGL3TKNH",1
907,"Al-Farouq","Omar","Khaled","1/3/2018",NA,"White","HQCJ7RU771",NA
908,"Abdullah","Ahmed","N","9/14/2016","Male","","9UTHP2F0IN",1
909,"Al-Saud","Khalid","","7/29/2020",NA,"NHOPI","6Q8VC2STBT",NA
910,"Al-Malik","Hasan","","4/24/2019","Male","White","ZOPELZYI4D",1
911,"Al-Masri","Karim","","12/17/2017",NA,"AIAN","KNOXKE8DNV",1
912,"Al-Hussein","Tariq","","2/11/2016","Male","Black","WUWOEEGXW5",NA
913,"Al-Khalil","Mazen","","10/7/2019","Male","White","C18R2UZQBW",NA
914,"Al-Mustafa","Malik","","8/1/2018","Male","Asian","TIMUSJEQTE",NA
915,"Al-Mahdi","Sami","Ahmad","5/29/2017","Male","White","HOSINI9Z3I",NA
916,"Al-Qassim","Fahad","Hamza","11/14/2016","Male","White","C1QUT0OVEI",NA
917,"Al-Sulaiman","Youssef","Aziz","3/18/2020","Male","AIAN","U2N2E14KGG",NA
918,"Al-Ghazali","Ali","Abdullah","","Male","White","HYEASBPMGP",NA
919,"Al-Mansour","Nizar","Tawfiq","12/30/2018","Male","White","MCOYCCVCJV",1
920,"Al-Hashimi","Adnan","Raed","1/25/2017","Male","Black","AJEGH0F0WD",1
921,"Al-Darwish","Walid","Majed","","Male","White","CQQVQTGEU5",NA
922,"Al-Attar","Zaid","Omar","6/27/2018","Male","White","EE8D2BP1V9",1
923,"Al-Turki","Abdullah","Khalil","11/2/2019","Male","White","RMJZXGBOH1",NA
924,"Al-Hamad","Saad","Amer","","Male","White","R2ZJVYJYXQ",NA
925,"Al-Mousa","Hani","Anwar","2/21/2017","Male","AIAN","D243HN6VMU",NA
926,"Al-Sabah","Rami","Fadi","10/3/2018","Male","AIAN","FOUAFR7HJP",NA
927,"Garcia","Mia","Rose","6/25/2017","Female","White","4N9XWC2DX3",NA
928,"Nguyen","Sophia","Elizabeth","11/13/2019","Female","Black","JUPXK22KCZ",NA
929,"Lee","Ava","Grace","9/18/2020","Female","Black","4OQYHANDNR",NA
930,"Rodriguez","Isabella","Maria","5/14/2016","Female","White","MG17TFMUUG",NA
931,"Patel","Olivia","Mae","3/27/2018","Female","White","G5ESLLNAMZ",NA
932,"Kim","Emma","Louise","8/9/2019","Female","AIAN","V0X9HJBWD7",1
933,"Smith","Charlotte","Anne","2/8/2017","Female","White","L219Q1I9IH",1
934,"Hernandez","Harper","Nicole","12/26/2020","Female","White","2B9MJG84EI",NA
935,"Davis","Amelia","Jade","4/4/2019","Female","White","ZGTOZNPIMH",NA
936,"Wilson","Chloe","Lynn","10/1/2016","Female","Black","J15MY6OPBM",NA
937,"Brown","Evelyn","Paige","7/19/2018","Female","Black","LXL5SSNI45",1
938,"Ortiz","Abigail","Lynn","1/12/2017","Female","White","0R6OG42HLY",NA
939,"Kim","Emily","Jean","11/27/2020","Female","White","VZCWQN6TVA",NA
940,"Lee","Elizabeth","Ann","3/11/2019","Female","Black","YB88EPD33J",NA
941,"Anderson","Victoria","May","8/22/2017","Female","White","SX0ISZ60S9",NA
942,"Perez","Madison","Rose","12/4/2018","Female","White","XV6F0B3HO3",NA
943,"Flores","Scarlett","Marie","5/31/2016","Female","White","WP6K8AWE1S",NA
944,"Rivera","Penelope","Noelle","10/8/2019","Female","AIAN","9GRCE74P5C",NA
945,"Diaz","Zoey","Elaine","2/16/2018","Female","Asian","ZSKZIK2KK7",NA
946,"Adams","Leah","Rose","6/5/2020","Female","White","RXCU3UR875",NA
947,"Johnson","Stella","Marie","1/6/2017","Female","White","MXTSA5HZZP",NA
948,"Nuguyen","Natalie","Rose","9/9/2018","Female","White","8VU9CX2HW7",1
949,"Parker","Lila","Grace","7/7/2016","Female","Black","5QZIJRTPFW",NA
950,"Martinez","Grace","Elizabeth","11/5/2020","Female","Asian","JGE081N8KT",1
951,"Reyes","Aubrey","Rose","3/22/2017","Female","Asian","2Q98G02BYX",NA
952,"Turner","Harper","Marie","12/10/2018","Female","White","0RMCJYHO4Q",1
953,"Scott","Brooklyn","Noelle","8/1/2020","Female","Asian","MPPRJLQT1O",NA
954,"Thomas","Kennedy","Lynn","2/14/2019","Female","NHOPI","XE4Z0WK924",NA
955,"White","Hazel","Olivia","10/28/2016","Female","AIAN","EUM8FVD8BS",1
956,"Jackson","Layla","Rose","6/30/2018","Female","NHOPI","T8D8RE68YB",1
957,"Ramirez","Aria","Grace","1/30/2017","Female","Black","B6AT9OJJKU",NA
958,"Kim","Maya","Marie","9/23/2020","Female","White","Y2ZX63NAT9",NA
959,"Hernandez","Lily","Grace","4/17/2019","Female","White","PI47TR1WDY",NA
960,"Nguyen","Isla","Rose","11/22/2018","Female","Black","S9U5XRQS32",NA
961,"Carter","Nora","Elizabeth","7/2/2016","Female","White","HCL4P9TCQR",NA
962,"Lee","Ellie","Jean","10/3/2019","Female","White","A5LTYUJQ2C",NA
963,"Jones","Violet","Marie","2/21/2017","Female","Asian","JY76TFL04H",NA
964,"Davis","Mila","Grace","5/26/2020","Female","White","4AHL4WJLQ6",NA
965,"Taylor","Luna","Marie","12/27/2018","Female","White","0Y9YGOKUEL",NA
966,"Martin","Adeline","Noelle","8/13/2017","Female","White","HZSX2NXKKB",NA
967,"Johnson","Alex","James","5/22/2017","Male","NHOPI","JP13A8950B",1
968,"Lee","Ben","T","10/28/2018","Male","White","4YOCBMTNVP",1
969,"Brown","William","Joseph","9/6/2019","Male","White","U2QVBEXHLI",NA
970,"Kim","Ethan","Michael","6/2/2016","Male","White","N6U9PIMQPN",NA
971,"Hernandez","Daniel","Robert","4/5/2018","Male","AIAN","MPCU1MGJ88",NA
972,"Garcia","Matthew","David","8/20/2020","Male","Black","JFYSKW7UAD",1
973,"Martinez","Christopher","John","2/19/2017","Male","White","OTA4L7APRL",1
974,"Davis","Anthony","Paul","12/13/2019","Male","White","0RDH6W77BE",NA
975,"Clark","Noah","Samuel","3/1/2016","Male","White","RY63L662ZE",1
976,"Nguyen","Nicholas","A","10/12/2020",NA,"","99BA3WQ5TF",1
